created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2025-03-18 07:07:03 UTC,47,6.0,8.0,4.8,9.0,439.0,439.0,439.0,439.0
2025-03-18 07:07:19 UTC,48,4.0,4.0,1.6,8.0,449.0,449.0,449.0,449.0
2025-03-18 07:07:36 UTC,49,4.0,4.0,1.6,7.0,459.0,459.0,459.0,459.0
2025-03-18 07:07:52 UTC,50,8.0,5.0,4.0,3.0,469.0,469.0,469.0,469.0
2025-03-18 07:08:09 UTC,51,6.0,4.0,2.4,8.0,479.0,479.0,479.0,479.0
2025-03-18 07:08:25 UTC,52,6.0,6.0,3.6,7.0,489.0,489.0,489.0,489.0
2025-03-18 07:08:42 UTC,53,6.0,4.0,2.4,7.0,499.0,499.0,499.0,499.0
2025-03-18 07:08:58 UTC,54,3.0,6.0,1.8,5.0,509.0,509.0,509.0,509.0
2025-03-18 07:09:15 UTC,55,7.0,6.0,4.2,4.0,519.0,519.0,519.0,519.0
2025-03-18 07:09:32 UTC,56,8.0,4.0,3.2,4.0,529.0,529.0,529.0,529.0
2025-03-18 07:09:48 UTC,57,4.0,4.0,1.6,8.0,539.0,539.0,539.0,539.0
2025-03-18 07:10:03 UTC,58,6.0,5.0,3.0,7.0,548.0,548.0,548.0,548.0
2025-03-18 07:10:20 UTC,59,5.0,8.0,4.0,6.0,558.0,558.0,558.0,558.0
2025-03-18 07:10:36 UTC,60,3.0,6.0,1.8,6.0,568.0,568.0,568.0,568.0
2025-03-18 07:10:53 UTC,61,7.0,6.0,4.2,5.0,578.0,578.0,578.0,578.0
2025-03-18 07:11:09 UTC,62,10.0,4.0,4.0,7.0,588.0,588.0,588.0,588.0
2025-03-18 07:11:26 UTC,63,4.0,2.0,0.8,7.0,598.0,598.0,598.0,598.0
2025-03-18 07:11:42 UTC,64,5.0,6.0,3.0,9.0,608.0,608.0,608.0,608.0
2025-03-18 07:11:59 UTC,65,5.0,8.0,4.0,4.0,618.0,618.0,618.0,618.0
2025-03-18 07:12:15 UTC,66,7.0,7.0,4.9,8.0,627.0,627.0,627.0,627.0
2025-03-18 07:12:31 UTC,67,8.0,5.0,4.0,6.0,637.0,637.0,637.0,637.0
2025-03-18 07:12:48 UTC,68,3.0,7.0,2.1,7.0,647.0,647.0,647.0,647.0
2025-03-18 07:13:05 UTC,69,9.0,3.0,2.7,4.0,657.0,657.0,657.0,657.0
2025-03-18 07:13:21 UTC,70,3.0,5.0,1.5,7.0,667.0,667.0,667.0,667.0
2025-03-18 07:13:37 UTC,71,3.0,8.0,2.4,8.0,677.0,677.0,677.0,677.0
2025-03-18 07:13:54 UTC,72,4.0,5.0,2.0,5.0,687.0,687.0,687.0,687.0
2025-03-18 07:14:11 UTC,73,9.0,4.0,3.6,5.0,697.0,697.0,697.0,697.0
2025-03-18 07:14:27 UTC,74,5.0,6.0,3.0,6.0,707.0,707.0,707.0,707.0
2025-03-18 07:14:44 UTC,75,6.0,5.0,3.0,6.0,717.0,717.0,717.0,717.0
2025-03-18 07:15:00 UTC,76,6.0,4.0,2.4,10.0,727.0,727.0,727.0,727.0
2025-03-18 07:15:17 UTC,77,4.0,9.0,3.6,9.0,737.0,737.0,737.0,737.0
2025-03-18 07:15:33 UTC,78,4.0,6.0,2.4,4.0,747.0,747.0,747.0,747.0
2025-03-18 07:15:50 UTC,79,9.0,4.0,3.6,5.0,757.0,757.0,757.0,757.0
2025-03-18 07:16:06 UTC,80,4.0,5.0,2.0,3.0,767.0,767.0,767.0,767.0
2025-03-18 07:16:23 UTC,81,7.0,3.0,2.1,5.0,777.0,777.0,777.0,777.0
2025-03-18 07:16:39 UTC,82,9.0,5.0,4.5,7.0,787.0,787.0,787.0,787.0
2025-03-18 07:16:56 UTC,83,6.0,6.0,3.6,7.0,797.0,797.0,797.0,797.0
2025-03-18 07:17:13 UTC,84,5.0,8.0,4.0,6.0,807.0,807.0,807.0,807.0
2025-03-18 07:17:29 UTC,85,4.0,7.0,2.8,4.0,817.0,817.0,817.0,817.0
2025-03-18 07:17:46 UTC,86,5.0,6.0,3.0,6.0,827.0,827.0,827.0,827.0
2025-03-18 07:18:02 UTC,87,5.0,4.0,2.0,6.0,837.0,837.0,837.0,837.0
2025-03-18 07:18:19 UTC,88,7.0,5.0,3.5,3.0,847.0,847.0,847.0,847.0
2025-03-18 07:18:35 UTC,89,8.0,3.0,2.4,8.0,857.0,857.0,857.0,857.0
2025-03-18 07:18:52 UTC,90,5.0,8.0,4.0,4.0,867.0,867.0,867.0,867.0
2025-03-18 07:19:08 UTC,91,7.0,6.0,4.2,6.0,877.0,877.0,877.0,877.0
2025-03-18 07:19:25 UTC,92,5.0,5.0,2.5,9.0,887.0,887.0,887.0,887.0
2025-03-18 07:19:41 UTC,93,7.0,6.0,4.2,10.0,897.0,897.0,897.0,897.0
2025-03-18 07:19:58 UTC,94,9.0,5.0,4.5,4.0,907.0,907.0,907.0,907.0
2025-03-18 07:20:14 UTC,95,8.0,3.0,2.4,5.0,917.0,917.0,917.0,917.0
2025-03-18 07:20:31 UTC,96,5.0,8.0,4.0,6.0,927.0,927.0,927.0,927.0
2025-03-18 07:20:47 UTC,97,6.0,4.0,2.4,8.0,937.0,937.0,937.0,937.0
2025-03-18 07:21:04 UTC,98,3.0,3.0,0.9,4.0,947.0,947.0,947.0,947.0
2025-03-18 07:21:20 UTC,99,4.0,4.0,1.6,6.0,957.0,957.0,957.0,957.0
2025-03-18 07:21:37 UTC,100,4.0,6.0,2.4,5.0,967.0,967.0,967.0,967.0
2025-03-18 07:21:54 UTC,101,5.0,8.0,4.0,5.0,977.0,977.0,977.0,977.0
2025-03-18 07:22:10 UTC,102,7.0,5.0,3.5,7.0,987.0,987.0,987.0,987.0
2025-03-18 07:22:27 UTC,103,5.0,5.0,2.5,5.0,997.0,997.0,997.0,997.0
2025-03-18 07:22:43 UTC,104,5.0,5.0,2.5,6.0,1007.0,1007.0,1007.0,1007.0
2025-03-18 07:23:00 UTC,105,4.0,7.0,2.8,6.0,1017.0,1017.0,1017.0,1017.0
2025-03-18 07:23:16 UTC,106,7.0,6.0,4.2,8.0,1027.0,1027.0,1027.0,1027.0
2025-03-18 07:23:33 UTC,107,6.0,4.0,2.4,4.0,1037.0,1037.0,1037.0,1037.0
2025-03-18 07:23:49 UTC,108,5.0,7.0,3.5,4.0,1047.0,1047.0,1047.0,1047.0
2025-03-18 07:24:06 UTC,109,6.0,6.0,3.6,5.0,1057.0,1057.0,1057.0,1057.0
2025-03-18 07:24:22 UTC,110,5.0,6.0,3.0,4.0,1067.0,1067.0,1067.0,1067.0
2025-03-18 07:24:39 UTC,111,6.0,4.0,2.4,3.0,1077.0,1077.0,1077.0,1077.0
2025-03-18 07:24:55 UTC,112,7.0,5.0,3.5,6.0,1087.0,1087.0,1087.0,1087.0
2025-03-18 07:25:12 UTC,113,4.0,6.0,2.4,6.0,1097.0,1097.0,1097.0,1097.0
2025-03-18 07:25:28 UTC,114,7.0,3.0,2.1,8.0,1107.0,1107.0,1107.0,1107.0
2025-03-18 07:25:45 UTC,115,6.0,4.0,2.4,4.0,1117.0,1117.0,1117.0,1117.0
2025-03-18 07:26:01 UTC,116,5.0,4.0,2.0,6.0,1127.0,1127.0,1127.0,1127.0
2025-03-18 07:26:18 UTC,117,4.0,6.0,2.4,4.0,1137.0,1137.0,1137.0,1137.0
2025-03-18 07:26:34 UTC,118,8.0,6.0,4.8,4.0,1147.0,1147.0,1147.0,1147.0
2025-03-18 07:26:51 UTC,119,5.0,4.0,2.0,5.0,1157.0,1157.0,1157.0,1157.0
2025-03-18 07:27:07 UTC,120,6.0,6.0,3.6,4.0,1167.0,1167.0,1167.0,1167.0
2025-03-18 07:27:24 UTC,121,6.0,5.0,3.0,3.0,1177.0,1177.0,1177.0,1177.0
2025-03-18 07:27:41 UTC,122,4.0,4.0,1.6,4.0,1187.0,1187.0,1187.0,1187.0
2025-03-18 07:27:57 UTC,123,4.0,3.0,1.2,5.0,1197.0,1197.0,1197.0,1197.0
2025-03-18 07:28:14 UTC,124,7.0,4.0,2.8,4.0,1207.0,1207.0,1207.0,1207.0
2025-03-18 07:28:30 UTC,125,6.0,4.0,2.4,4.0,1217.0,1217.0,1217.0,1217.0
2025-03-18 07:28:47 UTC,126,5.0,4.0,2.0,3.0,1227.0,1227.0,1227.0,1227.0
2025-03-18 07:29:03 UTC,127,4.0,4.0,1.6,4.0,1237.0,1237.0,1237.0,1237.0
2025-03-18 07:29:20 UTC,128,5.0,4.0,2.0,4.0,1247.0,1247.0,1247.0,1247.0
2025-03-18 07:29:36 UTC,129,5.0,4.0,2.0,5.0,1257.0,1257.0,1257.0,1257.0
2025-03-18 07:29:53 UTC,130,5.0,3.0,1.5,5.0,1267.0,1267.0,1267.0,1267.0
2025-03-18 07:30:09 UTC,131,6.0,6.0,3.6,7.0,1277.0,1277.0,1277.0,1277.0
2025-03-18 07:30:26 UTC,132,3.0,4.0,1.2,6.0,1287.0,1287.0,1287.0,1287.0
2025-03-18 07:30:42 UTC,133,7.0,6.0,4.2,4.0,1297.0,1297.0,1297.0,1297.0
2025-03-18 07:30:59 UTC,134,5.0,4.0,2.0,4.0,1307.0,1307.0,1307.0,1307.0
2025-03-18 07:31:15 UTC,135,6.0,5.0,3.0,7.0,1317.0,1317.0,1317.0,1317.0
2025-03-18 07:31:32 UTC,136,6.0,4.0,2.4,5.0,1327.0,1327.0,1327.0,1327.0
2025-03-18 07:31:48 UTC,137,4.0,6.0,2.4,6.0,1337.0,1337.0,1337.0,1337.0
2025-03-18 07:32:05 UTC,138,5.0,5.0,2.5,4.0,1347.0,1347.0,1347.0,1347.0
2025-03-18 07:32:22 UTC,139,4.0,4.0,1.6,4.0,1357.0,1357.0,1357.0,1357.0
2025-03-18 07:32:38 UTC,140,5.0,5.0,2.5,4.0,1367.0,1367.0,1367.0,1367.0
2025-03-18 07:32:55 UTC,141,5.0,4.0,2.0,4.0,1377.0,1377.0,1377.0,1377.0
2025-03-18 07:33:11 UTC,142,4.0,5.0,2.0,4.0,1387.0,1387.0,1387.0,1387.0
2025-03-18 07:33:26 UTC,143,4.0,5.0,2.0,4.0,1396.0,1396.0,1396.0,1396.0
2025-03-18 07:33:43 UTC,144,4.0,4.0,1.6,4.0,1406.0,1406.0,1406.0,1406.0
2025-03-18 07:33:59 UTC,145,4.0,5.0,2.0,4.0,1416.0,1416.0,1416.0,1416.0
2025-03-18 07:34:16 UTC,146,4.0,4.0,1.6,4.0,1426.0,1426.0,1426.0,1426.0
2025-03-18 07:34:33 UTC,147,4.0,5.0,2.0,4.0,1436.0,1436.0,1436.0,1436.0
2025-03-18 07:34:49 UTC,148,4.0,4.0,1.6,4.0,1446.0,1446.0,1446.0,1446.0
2025-03-18 07:35:06 UTC,149,5.0,5.0,2.5,4.0,1456.0,1456.0,1456.0,1456.0
2025-03-18 07:35:22 UTC,150,4.0,4.0,1.6,4.0,1466.0,1466.0,1466.0,1466.0
2025-03-18 07:35:39 UTC,151,5.0,4.0,2.0,5.0,1476.0,1476.0,1476.0,1476.0
2025-03-18 07:35:55 UTC,152,4.0,4.0,1.6,3.0,1486.0,1486.0,1486.0,1486.0
2025-03-18 07:36:12 UTC,153,4.0,4.0,1.6,4.0,1496.0,1496.0,1496.0,1496.0
2025-03-18 07:36:27 UTC,154,4.0,4.0,1.6,4.0,1505.0,1505.0,1505.0,1505.0
2025-03-18 07:36:43 UTC,155,4.0,4.0,1.6,4.0,1515.0,1515.0,1515.0,1515.0
2025-03-18 07:37:00 UTC,156,5.0,5.0,2.5,4.0,1525.0,1525.0,1525.0,1525.0
2025-03-18 07:37:16 UTC,157,5.0,4.0,2.0,4.0,1535.0,1535.0,1535.0,1535.0
2025-03-18 07:37:33 UTC,158,4.0,5.0,2.0,4.0,1545.0,1545.0,1545.0,1545.0
2025-03-18 07:37:50 UTC,159,4.0,4.0,1.6,4.0,1555.0,1555.0,1555.0,1555.0
2025-03-18 07:38:06 UTC,160,5.0,4.0,2.0,4.0,1565.0,1565.0,1565.0,1565.0
2025-03-18 07:38:23 UTC,161,4.0,5.0,2.0,4.0,1575.0,1575.0,1575.0,1575.0
2025-03-18 07:38:39 UTC,162,4.0,4.0,1.6,4.0,1585.0,1585.0,1585.0,1585.0
2025-03-18 07:38:56 UTC,163,5.0,5.0,2.5,4.0,1595.0,1595.0,1595.0,1595.0
2025-03-18 07:39:12 UTC,164,5.0,5.0,2.5,4.0,1605.0,1605.0,1605.0,1605.0
2025-03-18 07:39:29 UTC,165,4.0,4.0,1.6,4.0,1615.0,1615.0,1615.0,1615.0
2025-03-18 07:39:45 UTC,166,4.0,4.0,1.6,3.0,1625.0,1625.0,1625.0,1625.0
2025-03-18 07:40:02 UTC,167,5.0,4.0,2.0,4.0,1635.0,1635.0,1635.0,1635.0
2025-03-18 07:40:18 UTC,168,4.0,4.0,1.6,4.0,1645.0,1645.0,1645.0,1645.0
2025-03-18 07:40:35 UTC,169,5.0,4.0,2.0,5.0,1655.0,1655.0,1655.0,1655.0
2025-03-18 07:40:51 UTC,170,4.0,4.0,1.6,4.0,1665.0,1665.0,1665.0,1665.0
2025-03-18 07:41:08 UTC,171,4.0,4.0,1.6,4.0,1675.0,1675.0,1675.0,1675.0
2025-03-18 07:41:24 UTC,172,4.0,4.0,1.6,4.0,1685.0,1685.0,1685.0,1685.0
2025-03-18 07:41:41 UTC,173,5.0,5.0,2.5,4.0,1695.0,1695.0,1695.0,1695.0
2025-03-18 07:41:57 UTC,174,5.0,4.0,2.0,4.0,1705.0,1705.0,1705.0,1705.0
2025-03-18 07:42:14 UTC,175,4.0,4.0,1.6,4.0,1715.0,1715.0,1715.0,1715.0
2025-03-18 07:42:31 UTC,176,5.0,4.0,2.0,4.0,1725.0,1725.0,1725.0,1725.0
2025-03-18 07:42:47 UTC,177,12.0,10.0,12.0,10.0,1733.0,1733.0,1733.0,1733.0
2025-03-18 07:43:03 UTC,178,4.0,5.0,2.0,4.0,1743.0,1743.0,1743.0,1743.0
2025-03-18 07:43:20 UTC,179,4.0,4.0,1.6,4.0,1753.0,1753.0,1753.0,1753.0
2025-03-18 07:43:36 UTC,180,5.0,4.0,2.0,4.0,1763.0,1763.0,1763.0,1763.0
2025-03-18 07:43:53 UTC,181,5.0,4.0,2.0,4.0,1771.0,1771.0,1771.0,1771.0
2025-03-18 07:44:09 UTC,182,5.0,5.0,2.5,5.0,1781.0,1781.0,1781.0,1781.0
2025-03-18 07:44:26 UTC,183,5.0,5.0,2.5,4.0,1791.0,1791.0,1791.0,1791.0
2025-03-18 07:44:42 UTC,184,5.0,5.0,2.5,4.0,1801.0,1801.0,1801.0,1801.0
2025-03-18 07:44:59 UTC,185,5.0,5.0,2.5,4.0,1811.0,1811.0,1811.0,1811.0
2025-03-18 07:45:15 UTC,186,5.0,5.0,2.5,4.0,1821.0,1821.0,1821.0,1821.0
2025-03-18 07:45:32 UTC,187,5.0,4.0,2.0,4.0,1831.0,1831.0,1831.0,1831.0
2025-03-18 07:45:49 UTC,188,4.0,4.0,1.6,4.0,1841.0,1841.0,1841.0,1841.0
2025-03-18 07:46:05 UTC,189,5.0,5.0,2.5,4.0,1851.0,1851.0,1851.0,1851.0
2025-03-18 07:46:22 UTC,190,4.0,5.0,2.0,4.0,1861.0,1861.0,1861.0,1861.0
2025-03-18 07:46:38 UTC,191,5.0,4.0,2.0,4.0,1871.0,1871.0,1871.0,1871.0
2025-03-18 07:46:55 UTC,192,4.0,4.0,1.6,4.0,1881.0,1881.0,1881.0,1881.0
2025-03-18 07:47:11 UTC,193,4.0,4.0,1.6,4.0,1891.0,1891.0,1891.0,1891.0
2025-03-18 07:47:27 UTC,194,4.0,4.0,1.6,4.0,1899.0,1899.0,1899.0,1899.0
2025-03-18 07:47:42 UTC,195,4.0,4.0,1.6,4.0,1908.0,1908.0,1908.0,1908.0
2025-03-18 07:47:59 UTC,196,5.0,5.0,2.5,5.0,1918.0,1918.0,1918.0,1918.0
2025-03-18 07:48:15 UTC,197,5.0,5.0,2.5,4.0,1928.0,1928.0,1928.0,1928.0
2025-03-18 07:48:32 UTC,198,4.0,5.0,2.0,4.0,1938.0,1938.0,1938.0,1938.0
2025-03-18 07:48:48 UTC,199,4.0,5.0,2.0,4.0,1948.0,1948.0,1948.0,1948.0
2025-03-18 07:49:05 UTC,200,4.0,4.0,1.6,4.0,1958.0,1958.0,1958.0,1958.0
2025-03-18 07:49:21 UTC,201,5.0,4.0,2.0,5.0,1968.0,1968.0,1968.0,1968.0
2025-03-18 07:49:38 UTC,202,5.0,4.0,2.0,4.0,1978.0,1978.0,1978.0,1978.0
2025-03-18 07:49:54 UTC,203,5.0,4.0,2.0,4.0,1988.0,1988.0,1988.0,1988.0
2025-03-18 07:50:11 UTC,204,4.0,4.0,1.6,4.0,1998.0,1998.0,1998.0,1998.0
2025-03-18 07:50:27 UTC,205,4.0,4.0,1.6,5.0,2008.0,2008.0,2008.0,2008.0
2025-03-18 07:50:44 UTC,206,4.0,4.0,1.6,4.0,2018.0,2018.0,2018.0,2018.0
2025-03-18 07:51:01 UTC,207,4.0,5.0,2.0,4.0,2028.0,2028.0,2028.0,2028.0
2025-03-18 07:51:18 UTC,208,4.0,3.0,1.2,4.0,2038.0,2038.0,2038.0,2038.0
2025-03-18 07:51:34 UTC,209,5.0,5.0,2.5,5.0,2046.0,2046.0,2046.0,2046.0
2025-03-18 07:51:51 UTC,210,4.0,5.0,2.0,4.0,2056.0,2056.0,2056.0,2056.0
2025-03-18 07:52:08 UTC,211,5.0,4.0,2.0,4.0,2066.0,2066.0,2066.0,2066.0
2025-03-18 07:52:24 UTC,212,5.0,4.0,2.0,3.0,2076.0,2076.0,2076.0,2076.0
2025-03-18 07:52:40 UTC,213,4.0,4.0,1.6,4.0,2085.0,2085.0,2085.0,2085.0
2025-03-18 07:52:56 UTC,214,5.0,4.0,2.0,4.0,2095.0,2095.0,2095.0,2095.0
2025-03-18 07:53:13 UTC,215,4.0,4.0,1.6,4.0,2105.0,2105.0,2105.0,2105.0
2025-03-18 07:53:29 UTC,216,4.0,4.0,1.6,4.0,2115.0,2115.0,2115.0,2115.0
2025-03-18 07:53:46 UTC,217,4.0,4.0,1.6,4.0,2125.0,2125.0,2125.0,2125.0
2025-03-18 07:54:03 UTC,218,5.0,5.0,2.5,4.0,2135.0,2135.0,2135.0,2135.0
2025-03-18 07:54:19 UTC,219,5.0,4.0,2.0,5.0,2145.0,2145.0,2145.0,2145.0
2025-03-18 08:47:05 UTC,220,4.0,4.0,1.6,6.0,0.0,0.0,0.0,0.0
2025-03-18 08:47:25 UTC,221,6.0,6.0,3.6,4.0,0.0,0.0,0.0,0.0
2025-03-18 08:47:42 UTC,222,5.0,3.0,1.5,8.0,10.0,10.0,10.0,10.0
2025-03-18 08:47:59 UTC,223,3.0,8.0,2.4,3.0,20.0,20.0,20.0,20.0
2025-03-18 08:48:15 UTC,224,6.0,5.0,3.0,6.0,30.0,30.0,30.0,30.0
2025-03-18 08:48:32 UTC,225,7.0,5.0,3.5,3.0,40.0,40.0,40.0,40.0
2025-03-18 08:48:48 UTC,226,5.0,6.0,3.0,7.0,50.0,50.0,50.0,50.0
2025-03-18 08:49:05 UTC,227,3.0,6.0,1.8,5.0,60.0,60.0,60.0,60.0
2025-03-18 08:49:21 UTC,228,8.0,8.0,6.4,4.0,70.0,70.0,70.0,70.0
2025-03-18 08:49:38 UTC,229,6.0,4.0,2.4,3.0,80.0,80.0,80.0,80.0
2025-03-18 08:49:54 UTC,230,8.0,6.0,4.8,3.0,90.0,90.0,90.0,90.0
2025-03-18 08:50:10 UTC,231,3.0,7.0,2.1,4.0,99.0,99.0,99.0,99.0
2025-03-18 08:50:29 UTC,232,3.0,5.0,1.5,5.0,107.0,107.0,107.0,107.0
2025-03-18 08:50:45 UTC,233,4.0,3.0,1.2,8.0,114.0,114.0,114.0,114.0
2025-03-18 08:51:01 UTC,234,5.0,5.0,2.5,5.0,124.0,124.0,124.0,124.0
2025-03-18 08:51:18 UTC,235,3.0,3.0,0.9,9.0,134.0,134.0,134.0,134.0
2025-03-18 08:51:34 UTC,236,6.0,4.0,2.4,2.0,144.0,144.0,144.0,144.0
2025-03-18 08:51:51 UTC,237,3.0,4.0,1.2,7.0,154.0,154.0,154.0,154.0
2025-03-18 08:52:07 UTC,238,3.0,7.0,2.1,3.0,164.0,164.0,164.0,164.0
2025-03-18 08:52:24 UTC,239,5.0,5.0,2.5,7.0,174.0,174.0,174.0,174.0
2025-03-18 08:52:40 UTC,240,3.0,8.0,2.4,7.0,184.0,184.0,184.0,184.0
2025-03-18 08:52:57 UTC,241,9.0,5.0,4.5,3.0,194.0,194.0,194.0,194.0
2025-03-18 08:53:13 UTC,242,4.0,6.0,2.4,6.0,204.0,204.0,204.0,204.0
2025-03-18 08:53:30 UTC,243,9.0,3.0,2.7,3.0,214.0,214.0,214.0,214.0
2025-03-18 08:53:46 UTC,244,9.0,4.0,3.6,5.0,224.0,224.0,224.0,224.0
2025-03-18 08:54:03 UTC,245,6.0,4.0,2.4,6.0,234.0,234.0,234.0,234.0
2025-03-18 08:54:19 UTC,246,3.0,8.0,2.4,3.0,244.0,244.0,244.0,244.0
2025-03-18 08:54:36 UTC,247,8.0,5.0,4.0,6.0,254.0,254.0,254.0,254.0
2025-03-18 08:54:52 UTC,248,4.0,8.0,3.2,8.0,264.0,264.0,264.0,264.0
2025-03-18 08:55:09 UTC,249,7.0,5.0,3.5,4.0,274.0,274.0,274.0,274.0
2025-03-18 08:55:25 UTC,250,6.0,5.0,3.0,5.0,284.0,284.0,284.0,284.0
2025-03-18 08:55:42 UTC,251,6.0,6.0,3.6,5.0,294.0,294.0,294.0,294.0
2025-03-18 08:55:58 UTC,252,3.0,6.0,1.8,5.0,304.0,304.0,304.0,304.0
2025-03-18 08:56:15 UTC,253,8.0,3.0,2.4,4.0,314.0,314.0,314.0,314.0
2025-03-18 08:56:31 UTC,254,4.0,7.0,2.8,8.0,324.0,324.0,324.0,324.0
2025-03-18 08:56:46 UTC,255,6.0,7.0,4.2,5.0,333.0,333.0,333.0,333.0
2025-03-18 08:57:02 UTC,256,6.0,8.0,4.8,8.0,343.0,343.0,343.0,343.0
2025-03-18 08:57:19 UTC,257,3.0,3.0,0.9,7.0,353.0,353.0,353.0,353.0
2025-03-18 08:57:36 UTC,258,4.0,5.0,2.0,6.0,363.0,363.0,363.0,363.0
2025-03-18 08:57:52 UTC,259,6.0,4.0,2.4,8.0,373.0,373.0,373.0,373.0
2025-03-18 08:58:09 UTC,260,5.0,6.0,3.0,5.0,383.0,383.0,383.0,383.0
2025-03-18 08:58:25 UTC,261,5.0,4.0,2.0,6.0,393.0,393.0,393.0,393.0
2025-03-18 08:58:42 UTC,262,5.0,5.0,2.5,5.0,403.0,403.0,403.0,403.0
2025-03-18 08:58:58 UTC,263,7.0,5.0,3.5,6.0,413.0,413.0,413.0,413.0
2025-03-18 08:59:15 UTC,264,8.0,4.0,3.2,7.0,423.0,423.0,423.0,423.0
