created_at,entry_id,Temperature,RH Humidity,Usable Light Index,Atmosphere hPa,Voltage Charge,was_interpolated
2025-03-19 15:23:48+00:00,3242100,22,22,0,1005,12.61,False
2025-03-19 15:24:18+00:00,3242101,22,22,0,1005,12.58,False
2025-03-19 15:24:49+00:00,3242102,22,22,0,1005,12.51,False
2025-03-19 15:25:19+00:00,3242103,22,22,0,1005,12.54,False
2025-03-19 15:25:50+00:00,3242104,22,22,0,1005,12.51,False
2025-03-19 15:26:20+00:00,3242105,22,22,0,1005,12.51,False
2025-03-19 15:26:51+00:00,3242106,22,22,0,1005,12.51,False
2025-03-19 15:27:21+00:00,3242107,22,22,0,1005,12.51,False
2025-03-19 15:27:52+00:00,3242108,22,22,0,1005,12.51,False
2025-03-19 15:28:22+00:00,3242109,22,22,0,1005,12.51,False
2025-03-19 15:28:53+00:00,3242110,22,22,0,1005,12.54,False
2025-03-19 15:29:23+00:00,3242111,22,22,0,1005,12.58,False
2025-03-19 15:29:54+00:00,3242112,22,22,0,1005,12.51,False
2025-03-19 15:30:24+00:00,3242113,22,22,0,1005,12.61,False
2025-03-19 15:30:55+00:00,3242114,22,22,0,1005,12.51,False
2025-03-19 15:31:25+00:00,3242115,22,22,0,1005,12.51,False
2025-03-19 15:31:56+00:00,3242116,22,22,0,1005,12.51,False
2025-03-19 15:32:26+00:00,3242117,22,22,0,1005,12.47,False
2025-03-19 15:32:56+00:00,3242118,22,22,0,1005,12.51,False
2025-03-19 15:33:27+00:00,3242119,22,22,0,1005,12.51,False
2025-03-19 15:33:57+00:00,3242120,22,22,0,1005,12.51,False
2025-03-19 15:34:28+00:00,3242121,22,22,0,1005,12.51,False
2025-03-19 15:34:59+00:00,3242122,22,22,0,1005,12.51,False
2025-03-19 15:35:29+00:00,3242123,22,22,0,1005,12.51,False
2025-03-19 15:35:59+00:00,3242124,22,22,0,1005,12.58,False
2025-03-19 15:36:30+00:00,3242125,22,22,0,1005,12.47,False
2025-03-19 15:37:01+00:00,3242126,22,22,0,1005,12.51,False
2025-03-19 15:37:31+00:00,3242127,22,22,0,1005,12.51,False
2025-03-19 15:38:01+00:00,3242128,22,22,0,1005,12.54,False
2025-03-19 15:38:32+00:00,3242129,22,22,0,1005,12.54,False
2025-03-19 15:39:02+00:00,3242130,22,22,0,1005,12.51,False
2025-03-19 15:39:33+00:00,3242131,22,22,0,1005,12.61,False
2025-03-19 15:40:03+00:00,3242132,22,22,0,1005,12.47,False
2025-03-19 15:40:34+00:00,3242133,22,22,0,1005,12.47,False
2025-03-19 15:41:04+00:00,3242134,22,22,0,1005,12.51,False
2025-03-19 15:41:35+00:00,3242135,22,22,0,1005,12.47,False
2025-03-19 15:42:05+00:00,3242136,22,22,0,1005,12.51,False
2025-03-19 15:42:36+00:00,3242137,22,22,0,1005,12.58,False
2025-03-19 15:43:06+00:00,3242138,22,22,0,1005,12.51,False
2025-03-19 15:43:37+00:00,3242139,22,22,0,1005,12.47,False
2025-03-19 15:44:07+00:00,3242140,22,22,0,1005,12.47,False
2025-03-19 15:44:38+00:00,3242141,22,22,0,1005,12.58,False
2025-03-19 15:45:08+00:00,3242142,22,22,0,1005,12.58,False
2025-03-19 15:45:39+00:00,3242143,22,23,0,1005,12.47,False
2025-03-19 15:46:09+00:00,3242144,22,22,0,1005,12.54,False
2025-03-19 15:46:40+00:00,3242145,22,23,0,1005,12.54,False
2025-03-19 15:47:10+00:00,3242146,22,23,0,1005,12.51,False
2025-03-19 15:47:40+00:00,3242147,22,23,0,1005,12.61,False
2025-03-19 15:48:11+00:00,3242148,22,23,0,1005,12.54,False
2025-03-19 15:48:41+00:00,3242149,22,23,0,1005,12.47,False
2025-03-19 15:49:12+00:00,3242150,22,23,0,1005,12.47,False
2025-03-19 15:49:42+00:00,3242151,22,23,0,1005,12.47,False
2025-03-19 15:50:13+00:00,3242152,22,23,0,1005,12.51,False
2025-03-19 15:50:43+00:00,3242153,22,23,0,1005,12.47,False
2025-03-19 15:51:14+00:00,3242154,22,23,0,1005,12.54,False
2025-03-19 15:51:44+00:00,3242155,22,23,0,1005,12.47,False
2025-03-19 15:52:15+00:00,3242156,22,23,0,1005,12.47,False
2025-03-19 15:52:45+00:00,3242157,22,23,0,1005,12.47,False
2025-03-19 15:53:16+00:00,3242158,22,23,0,1005,12.47,False
2025-03-19 15:53:46+00:00,3242159,22,23,0,1005,12.54,False
2025-03-19 15:54:17+00:00,3242160,22,23,0,1005,12.47,False
2025-03-19 15:54:47+00:00,3242161,22,23,0,1005,12.54,False
2025-03-19 15:55:18+00:00,3242162,22,23,0,1005,12.51,False
2025-03-19 15:55:48+00:00,3242163,22,23,0,1005,12.47,False
2025-03-19 15:56:19+00:00,3242164,22,23,0,1005,12.47,False
2025-03-19 15:56:49+00:00,3242165,22,23,0,1005,12.54,False
2025-03-19 15:57:20+00:00,3242166,22,23,0,1005,12.47,False
2025-03-19 15:57:50+00:00,3242167,22,23,0,1005,12.58,False
2025-03-19 15:58:21+00:00,3242168,22,23,0,1005,12.47,False
2025-03-19 15:58:51+00:00,3242169,22,23,0,1005,12.54,False
2025-03-19 15:59:22+00:00,3242170,22,23,0,1005,12.51,False
2025-03-19 15:59:52+00:00,3242171,22,23,0,1005,12.58,False
2025-03-19 16:00:23+00:00,3242172,22,23,0,1005,12.58,False
2025-03-19 16:00:53+00:00,3242173,22,23,0,1005,12.47,False
2025-03-19 16:01:24+00:00,3242174,22,23,0,1005,12.51,False
2025-03-19 16:01:54+00:00,3242175,22,23,0,1005,12.47,False
2025-03-19 16:02:25+00:00,3242176,22,23,0,1004,12.54,False
2025-03-19 16:02:55+00:00,3242177,22,23,0,1004,12.51,False
2025-03-19 16:03:26+00:00,3242178,22,23,0,1004,12.47,False
2025-03-19 16:03:56+00:00,3242179,22,23,0,1005,12.58,False
2025-03-19 16:04:27+00:00,3242180,22,23,0,1004,12.47,False
2025-03-19 16:04:57+00:00,3242181,22,23,0,1004,12.47,False
2025-03-19 16:05:28+00:00,3242182,22,23,0,1004,12.47,False
2025-03-19 16:05:58+00:00,3242183,22,23,0,1004,12.54,False
2025-03-19 16:06:29+00:00,3242184,22,23,0,1004,12.47,False
2025-03-19 16:06:59+00:00,3242185,22,24,0,1004,12.47,False
2025-03-19 16:07:30+00:00,3242186,22,24,0,1004,12.47,False
2025-03-19 16:08:00+00:00,3242187,22,24,0,1004,12.47,False
2025-03-19 16:08:31+00:00,3242188,22,24,0,1004,12.47,False
2025-03-19 16:09:01+00:00,3242189,22,24,0,1004,12.47,False
2025-03-19 16:09:32+00:00,3242190,22,24,0,1004,12.54,False
2025-03-19 16:10:02+00:00,3242191,22,24,0,1004,12.47,False
2025-03-19 16:10:33+00:00,3242192,22,24,0,1004,12.54,False
2025-03-19 16:11:03+00:00,3242193,22,24,0,1004,12.47,False
2025-03-19 16:11:34+00:00,3242194,22,24,0,1004,12.47,False
2025-03-19 16:12:04+00:00,3242195,22,24,0,1004,12.47,False
2025-03-19 16:12:35+00:00,3242196,22,24,0,1004,12.47,False
2025-03-19 16:13:05+00:00,3242197,22,24,0,1004,12.47,False
2025-03-19 16:13:36+00:00,3242198,22,24,0,1004,12.54,False
2025-03-19 16:14:06+00:00,3242199,22,24,0,1004,12.47,False
2025-03-19 16:14:37+00:00,3242200,22,24,0,1004,12.47,False
2025-03-19 16:15:07+00:00,3242201,22,24,0,1004,12.47,False
2025-03-19 16:15:38+00:00,3242202,22,24,0,1004,12.47,False
2025-03-19 16:16:08+00:00,3242203,22,24,0,1004,12.54,False
2025-03-19 16:16:38+00:00,3242204,22,24,0,1004,12.47,False
2025-03-19 16:17:09+00:00,3242205,22,24,0,1004,12.47,False
2025-03-19 16:17:39+00:00,3242206,22,24,0,1004,12.47,False
2025-03-19 16:18:10+00:00,3242207,22,24,0,1004,12.47,False
2025-03-19 16:18:40+00:00,3242208,22,24,0,1004,12.47,False
2025-03-19 16:19:11+00:00,3242209,22,24,0,1004,12.47,False
2025-03-19 16:19:41+00:00,3242210,22,24,0,1004,12.47,False
2025-03-19 16:20:12+00:00,3242211,22,24,0,1004,12.47,False
2025-03-19 16:20:42+00:00,3242212,22,24,0,1004,12.47,False
2025-03-19 16:21:13+00:00,3242213,22,24,0,1004,12.47,False
2025-03-19 16:21:43+00:00,3242214,22,24,0,1004,12.47,False
2025-03-19 16:22:14+00:00,3242215,22,24,0,1004,12.47,False
2025-03-19 16:22:44+00:00,3242216,22,24,0,1004,12.47,False
2025-03-19 16:23:15+00:00,3242217,22,24,0,1004,12.47,False
2025-03-19 16:23:45+00:00,3242218,22,24,0,1004,12.47,False
2025-03-19 16:24:16+00:00,3242219,22,24,0,1004,12.58,False
2025-03-19 16:24:46+00:00,3242220,22,24,0,1004,12.47,False
2025-03-19 16:25:17+00:00,3242221,22,24,0,1004,12.47,False
2025-03-19 16:25:47+00:00,3242222,22,24,0,1004,12.51,False
2025-03-19 16:26:18+00:00,3242223,22,24,0,1004,12.47,False
2025-03-19 16:26:48+00:00,3242224,22,24,0,1004,12.47,False
2025-03-19 16:27:18+00:00,3242225,22,24,0,1004,12.54,False
2025-03-19 16:27:49+00:00,3242226,22,24,0,1004,12.54,False
2025-03-19 16:28:19+00:00,3242227,22,24,0,1004,12.47,False
2025-03-19 16:28:50+00:00,3242228,22,24,0,1004,12.47,False
2025-03-19 16:29:20+00:00,3242229,22,24,0,1004,12.58,False
2025-03-19 16:29:51+00:00,3242230,22,24,0,1004,12.47,False
2025-03-19 16:30:21+00:00,3242231,22,24,0,1004,12.47,False
2025-03-19 16:30:52+00:00,3242232,22,24,0,1004,12.47,False
2025-03-19 16:31:22+00:00,3242233,22,24,0,1004,12.47,False
2025-03-19 16:31:53+00:00,3242234,22,24,0,1004,12.47,False
2025-03-19 16:32:23+00:00,3242235,22,24,0,1004,12.47,False
2025-03-19 16:32:54+00:00,3242236,22,24,0,1004,12.54,False
2025-03-19 16:33:24+00:00,3242237,22,24,0,1004,12.47,False
2025-03-19 16:33:55+00:00,3242238,22,24,0,1004,12.47,False
2025-03-19 16:34:26+00:00,3242239,22,24,0,1004,12.47,False
2025-03-19 16:34:56+00:00,3242240,22,24,0,1004,12.47,False
2025-03-19 16:35:26+00:00,3242241,22,24,0,1004,12.51,False
2025-03-19 16:35:57+00:00,3242242,22,25,0,1004,12.47,False
2025-03-19 16:36:27+00:00,3242243,22,24,0,1004,12.44,False
2025-03-19 16:36:58+00:00,3242244,22,25,0,1004,12.51,False
2025-03-19 16:37:28+00:00,3242245,22,25,0,1004,12.47,False
2025-03-19 16:37:59+00:00,3242246,22,25,0,1004,12.47,False
2025-03-19 16:38:29+00:00,3242247,22,25,0,1004,12.47,False
2025-03-19 16:39:00+00:00,3242248,22,25,0,1004,12.47,False
2025-03-19 16:39:30+00:00,3242249,22,25,0,1004,12.47,False
2025-03-19 16:40:01+00:00,3242250,22,25,0,1004,12.51,False
2025-03-19 16:40:31+00:00,3242251,22,25,0,1004,12.47,False
2025-03-19 16:41:02+00:00,3242252,22,25,0,1004,12.51,False
2025-03-19 16:41:32+00:00,3242253,22,25,0,1004,12.47,False
2025-03-19 16:42:03+00:00,3242254,22,25,0,1004,12.47,False
2025-03-19 16:42:33+00:00,3242255,22,25,0,1004,12.47,False
2025-03-19 16:43:04+00:00,3242256,22,25,0,1004,12.47,False
2025-03-19 16:43:34+00:00,3242257,22,25,0,1004,12.47,False
2025-03-19 16:44:05+00:00,3242258,22,25,0,1004,12.47,False
2025-03-19 16:44:35+00:00,3242259,22,25,0,1004,12.47,False
2025-03-19 16:45:06+00:00,3242260,22,25,0,1004,12.47,False
2025-03-19 16:45:36+00:00,3242261,22,25,0,1004,12.51,False
2025-03-19 16:46:07+00:00,3242262,22,25,0,1004,12.47,False
2025-03-19 16:46:37+00:00,3242263,22,25,0,1004,12.54,False
2025-03-19 16:47:08+00:00,3242264,22,25,0,1004,12.54,False
2025-03-19 16:47:38+00:00,3242265,22,25,0,1004,12.54,False
2025-03-19 16:48:09+00:00,3242266,22,25,0,1004,12.47,False
2025-03-19 16:48:39+00:00,3242267,22,25,0,1004,12.51,False
2025-03-19 16:49:10+00:00,3242268,22,25,0,1004,12.47,False
2025-03-19 16:49:40+00:00,3242269,22,25,0,1004,12.47,False
2025-03-19 16:50:10+00:00,3242270,22,25,0,1004,12.54,False
2025-03-19 16:50:41+00:00,3242271,22,26,0,1004,12.47,False
2025-03-19 16:51:11+00:00,3242272,22,26,0,1004,12.58,False
2025-03-19 16:51:42+00:00,3242273,22,26,0,1004,12.51,False
2025-03-19 16:52:12+00:00,3242274,22,26,0,1004,12.54,False
2025-03-19 16:52:43+00:00,3242275,22,26,0,1004,12.47,False
2025-03-19 16:53:13+00:00,3242276,22,26,0,1004,12.54,False
2025-03-19 16:53:44+00:00,3242277,22,26,0,1004,12.54,False
2025-03-19 16:54:14+00:00,3242278,22,26,0,1004,12.51,False
2025-03-19 16:54:45+00:00,3242279,22,26,0,1004,12.47,False
2025-03-19 16:55:15+00:00,3242280,22,26,0,1004,12.47,False
2025-03-19 16:55:46+00:00,3242281,22,26,0,1004,12.47,False
2025-03-19 16:56:16+00:00,3242282,22,26,0,1004,12.47,False
2025-03-19 16:56:47+00:00,3242283,22,26,0,1004,12.44,False
2025-03-19 16:57:17+00:00,3242284,22,26,0,1004,12.44,False
2025-03-19 16:57:48+00:00,3242285,22,26,0,1004,12.51,False
2025-03-19 16:58:18+00:00,3242286,22,26,0,1004,12.54,False
2025-03-19 16:58:49+00:00,3242287,22,26,0,1004,12.47,False
2025-03-19 16:59:19+00:00,3242288,22,26,0,1004,12.47,False
2025-03-19 16:59:50+00:00,3242289,22,26,0,1004,12.47,False
2025-03-19 17:00:20+00:00,3242290,22,26,0,1004,12.47,False
2025-03-19 17:00:50+00:00,3242291,22,26,0,1004,12.51,False
2025-03-19 17:03:48+00:00,3242292,22,26,0,1004,12.54,False
2025-03-19 17:04:18+00:00,3242293,22,26,0,1004,12.44,False
2025-03-19 17:04:49+00:00,3242294,22,26,0,1004,12.44,False
2025-03-19 17:05:19+00:00,3242295,22,26,0,1004,12.54,False
2025-03-19 17:05:50+00:00,3242296,22,26,0,1004,12.47,False
2025-03-19 17:06:20+00:00,3242297,22,26,0,1004,12.47,False
2025-03-19 17:06:51+00:00,3242298,22,27,0,1004,12.47,False
2025-03-19 17:07:21+00:00,3242299,22,27,0,1004,12.44,False
2025-03-19 17:07:51+00:00,3242300,22,27,0,1004,12.44,False
2025-03-19 17:08:22+00:00,3242301,22,27,0,1004,12.44,False
2025-03-19 17:08:52+00:00,3242302,22,27,0,1004,12.54,False
2025-03-19 17:09:23+00:00,3242303,22,27,0,1004,12.47,False
2025-03-19 17:09:53+00:00,3242304,22,27,0,1004,12.44,False
2025-03-19 17:10:24+00:00,3242305,22,27,0,1004,12.47,False
2025-03-19 17:10:54+00:00,3242306,22,27,0,1004,12.47,False
2025-03-19 17:11:25+00:00,3242307,22,27,0,1004,12.51,False
2025-03-19 17:11:56+00:00,3242308,22,27,0,1004,12.44,False
2025-03-19 17:12:26+00:00,3242309,22,27,0,1004,12.47,False
2025-03-19 17:12:56+00:00,3242310,22,27,0,1004,12.54,False
2025-03-19 17:13:27+00:00,3242311,22,27,0,1004,12.47,False
2025-03-19 17:13:57+00:00,3242312,22,27,0,1004,12.44,False
2025-03-19 17:14:28+00:00,3242313,22,27,0,1004,12.44,False
2025-03-19 17:14:58+00:00,3242314,22,27,0,1004,12.51,False
2025-03-19 17:15:29+00:00,3242315,22,27,0,1004,12.51,False
2025-03-19 17:15:59+00:00,3242316,22,27,0,1004,12.44,False
2025-03-19 17:16:30+00:00,3242317,22,27,0,1004,12.44,False
2025-03-19 17:17:00+00:00,3242318,22,27,0,1004,12.44,False
2025-03-19 17:17:31+00:00,3242319,22,27,0,1004,12.44,False
2025-03-19 17:18:01+00:00,3242320,22,27,0,1004,12.44,False
2025-03-19 17:18:32+00:00,3242321,22,27,0,1004,12.44,False
2025-03-19 17:19:03+00:00,3242322,22,27,0,1004,12.54,False
2025-03-19 17:19:33+00:00,3242323,22,27,0,1004,12.47,False
2025-03-19 17:20:04+00:00,3242324,22,27,0,1004,12.44,False
2025-03-19 17:20:34+00:00,3242325,22,27,0,1004,12.44,False
2025-03-19 17:21:05+00:00,3242326,22,27,0,1004,12.44,False
2025-03-19 17:21:35+00:00,3242327,22,27,0,1004,12.47,False
2025-03-19 17:22:05+00:00,3242328,22,27,0,1004,12.44,False
2025-03-19 17:22:36+00:00,3242329,22,27,0,1004,12.51,False
2025-03-19 17:23:07+00:00,3242330,22,27,0,1004,12.44,False
2025-03-19 17:23:37+00:00,3242331,22,28,0,1004,12.44,False
2025-03-19 17:24:08+00:00,3242332,22,27,0,1004,12.44,False
2025-03-19 17:24:38+00:00,3242333,22,28,0,1004,12.44,False
2025-03-19 17:25:09+00:00,3242334,22,28,0,1004,12.54,False
2025-03-19 17:25:39+00:00,3242335,22,28,0,1004,12.54,False
2025-03-19 17:26:09+00:00,3242336,22,28,0,1004,12.44,False
2025-03-19 17:26:40+00:00,3242337,22,28,0,1004,12.44,False
2025-03-19 17:27:10+00:00,3242338,22,28,0,1004,12.54,False
2025-03-19 17:27:41+00:00,3242339,22,28,0,1004,12.44,False
2025-03-19 17:28:11+00:00,3242340,22,28,0,1004,12.54,False
2025-03-19 17:28:42+00:00,3242341,22,28,0,1004,12.44,False
2025-03-19 17:29:12+00:00,3242342,22,28,0,1004,12.44,False
2025-03-19 17:29:43+00:00,3242343,22,28,0,1004,12.54,False
2025-03-19 17:30:13+00:00,3242344,22,28,0,1004,12.44,False
2025-03-19 17:30:44+00:00,3242345,22,28,0,1004,12.44,False
2025-03-19 17:31:14+00:00,3242346,22,28,0,1004,12.44,False
2025-03-19 17:31:45+00:00,3242347,22,28,0,1004,12.44,False
2025-03-19 17:32:15+00:00,3242348,22,28,0,1004,12.44,False
2025-03-19 17:32:46+00:00,3242349,22,28,0,1004,12.44,False
2025-03-19 17:33:16+00:00,3242350,22,28,0,1004,12.44,False
2025-03-19 17:33:47+00:00,3242351,22,28,0,1004,12.44,False
2025-03-19 17:34:17+00:00,3242352,22,28,0,1004,12.44,False
2025-03-19 17:34:48+00:00,3242353,22,28,0,1004,12.44,False
2025-03-19 17:35:18+00:00,3242354,22,28,0,1004,12.51,False
2025-03-19 17:35:48+00:00,3242355,22,28,0,1004,12.44,False
2025-03-19 17:36:19+00:00,3242356,22,28,0,1004,12.44,False
2025-03-19 17:36:49+00:00,3242357,22,28,0,1004,12.44,False
2025-03-19 17:37:20+00:00,3242358,22,28,0,1004,12.54,False
2025-03-19 17:37:50+00:00,3242359,22,28,0,1004,12.44,False
2025-03-19 17:38:21+00:00,3242360,22,28,0,1004,12.44,False
2025-03-19 17:38:51+00:00,3242361,22,28,0,1004,12.44,False
2025-03-19 17:39:22+00:00,3242362,22,28,0,1004,12.54,False
2025-03-19 17:39:52+00:00,3242363,22,28,0,1004,12.54,False
2025-03-19 17:40:23+00:00,3242364,22,29,0,1004,12.44,False
2025-03-19 17:40:53+00:00,3242365,22,29,0,1004,12.44,False
2025-03-19 17:41:24+00:00,3242366,22,29,0,1004,12.54,False
2025-03-19 17:41:54+00:00,3242367,22,29,0,1004,12.44,False
2025-03-19 17:42:25+00:00,3242368,22,29,0,1004,12.51,False
2025-03-19 17:42:55+00:00,3242369,22,29,0,1004,12.54,False
2025-03-19 17:43:26+00:00,3242370,22,29,0,1004,12.44,False
2025-03-19 17:43:56+00:00,3242371,22,29,0,1004,12.51,False
2025-03-19 17:44:27+00:00,3242372,22,29,0,1004,12.54,False
2025-03-19 17:44:57+00:00,3242373,22,29,0,1004,12.44,False
2025-03-19 17:45:28+00:00,3242374,22,29,0,1004,12.44,False
2025-03-19 17:45:58+00:00,3242375,22,29,0,1004,12.44,False
2025-03-19 17:46:29+00:00,3242376,22,29,0,1004,12.44,False
2025-03-19 17:46:59+00:00,3242377,22,29,0,1004,12.44,False
2025-03-19 17:47:30+00:00,3242378,22,29,0,1004,12.44,False
2025-03-19 17:48:00+00:00,3242379,22,29,0,1004,12.44,False
2025-03-19 17:48:31+00:00,3242380,22,29,0,1004,12.44,False
2025-03-19 17:49:01+00:00,3242381,22,29,0,1004,12.44,False
2025-03-19 17:49:32+00:00,3242382,22,29,0,1004,12.44,False
2025-03-19 17:50:02+00:00,3242383,23,29,0,1004,12.44,False
2025-03-19 17:50:33+00:00,3242384,22,29,0,1004,12.47,False
2025-03-19 17:51:03+00:00,3242385,22,29,0,1004,12.44,False
2025-03-19 17:51:34+00:00,3242386,22,29,0,1004,12.44,False
2025-03-19 17:52:04+00:00,3242387,22,29,0,1004,12.44,False
2025-03-19 17:52:35+00:00,3242388,23,29,0,1004,12.47,False
2025-03-19 17:53:05+00:00,3242389,23,29,0,1004,12.44,False
2025-03-19 17:53:36+00:00,3242390,23,29,0,1004,12.44,False
2025-03-19 17:54:06+00:00,3242391,23,29,0,1004,12.44,False
2025-03-19 17:54:37+00:00,3242392,23,30,0,1004,12.44,False
2025-03-19 17:55:07+00:00,3242393,23,30,0,1004,12.44,False
2025-03-19 17:55:38+00:00,3242394,23,30,0,1004,12.44,False
2025-03-19 17:56:08+00:00,3242395,23,30,0,1004,12.54,False
2025-03-19 17:56:39+00:00,3242396,23,30,0,1004,12.44,False
2025-03-19 17:57:09+00:00,3242397,23,30,0,1004,12.44,False
2025-03-19 17:57:40+00:00,3242398,23,30,0,1004,12.44,False
2025-03-19 17:58:10+00:00,3242399,23,30,0,1004,12.44,False
2025-03-19 17:58:41+00:00,3242400,23,30,0,1004,12.44,False
2025-03-19 17:59:11+00:00,3242401,23,30,0,1004,12.47,False
2025-03-19 17:59:41+00:00,3242402,23,30,0,1004,12.44,False
2025-03-19 18:00:12+00:00,3242403,23,30,0,1004,12.44,False
2025-03-19 18:00:42+00:00,3242404,23,30,0,1004,12.47,False
2025-03-19 18:01:13+00:00,3242405,23,30,0,1004,12.54,False
2025-03-19 18:01:43+00:00,3242406,23,30,0,1004,12.44,False
2025-03-19 18:02:14+00:00,3242407,23,30,0,1004,12.44,False
2025-03-19 18:02:44+00:00,3242408,23,30,0,1004,12.51,False
2025-03-19 18:03:15+00:00,3242409,23,30,0,1004,12.44,False
2025-03-19 18:03:45+00:00,3242410,23,30,0,1004,12.51,False
2025-03-19 18:04:16+00:00,3242411,23,30,0,1004,12.54,False
2025-03-19 18:04:46+00:00,3242412,23,30,0,1004,12.44,False
2025-03-19 18:05:17+00:00,3242413,23,30,0,1004,12.44,False
2025-03-19 18:05:47+00:00,3242414,23,31,0,1004,12.44,False
2025-03-19 18:06:18+00:00,3242415,23,31,0,1004,12.44,False
2025-03-19 18:06:48+00:00,3242416,23,31,0,1004,12.44,False
2025-03-19 18:07:19+00:00,3242417,23,31,0,1004,12.44,False
2025-03-19 18:07:49+00:00,3242418,23,31,0,1004,12.44,False
2025-03-19 18:08:20+00:00,3242419,23,31,0,1004,12.51,False
2025-03-19 18:08:50+00:00,3242420,23,31,0,1004,12.44,False
2025-03-19 18:09:21+00:00,3242421,23,31,0,1004,12.44,False
2025-03-19 18:09:51+00:00,3242422,23,31,0,1004,12.44,False
2025-03-19 18:10:22+00:00,3242423,23,31,0,1004,12.51,False
2025-03-19 18:10:52+00:00,3242424,23,31,0,1004,12.44,False
2025-03-19 18:11:23+00:00,3242425,23,31,0,1004,12.47,False
2025-03-19 18:11:53+00:00,3242426,23,31,0,1004,12.44,False
2025-03-19 18:12:24+00:00,3242427,23,31,0,1004,12.47,False
2025-03-19 18:12:54+00:00,3242428,23,31,0,1004,12.44,False
2025-03-19 18:13:25+00:00,3242429,23,31,0,1004,12.51,False
2025-03-19 18:13:55+00:00,3242430,23,31,0,1004,12.51,False
2025-03-19 18:14:25+00:00,3242431,23,32,0,1004,12.44,False
2025-03-19 18:14:56+00:00,3242432,23,32,0,1004,12.44,False
2025-03-19 18:15:26+00:00,3242433,23,32,0,1004,12.47,False
2025-03-19 18:15:57+00:00,3242434,23,32,0,1004,12.44,False
2025-03-19 18:16:27+00:00,3242435,23,32,0,1004,12.51,False
2025-03-19 18:16:58+00:00,3242436,23,32,0,1004,12.44,False
2025-03-19 18:17:28+00:00,3242437,23,32,0,1004,12.44,False
2025-03-19 18:17:59+00:00,3242438,23,32,0,1004,12.44,False
2025-03-19 18:18:29+00:00,3242439,23,32,0,1004,12.41,False
2025-03-19 18:18:59+00:00,3242440,23,32,0,1004,12.41,False
2025-03-19 18:19:30+00:00,3242441,23,32,0,1004,12.44,False
